,LABEL,TEXT,PROCESSED_TEXT
5238,1,	Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,good luck draw take place 28th feb 06 good luck removal send stop 87239 customer service ph_number
5239,1,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,private 2003 account statement ph_number show 800 un redeem s. i. m. point ph_number identifier code 40533 expire 31/10/04
5240,-1,What does the dance river do?,dance river
5241,-1,"idc get over here, you are not weaseling your way out of this shit twice in a row",idc weasele way shit twice row
5242,-1,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",' m maybe reboot ym see buzz
5243,-1,I emailed yifeng my part oredi.. Can ü get it fr him..,email yifeng oredi u fr
5244,-1,Yar but they say got some error.,yar get error
5245,-1,What's ur pin?,ur pin
5246,-1,Yup next stop.,yup stop
5247,-1,My brother in Atlanta. Wish you guys a great semester.,brother atlanta wish guy great semester
5248,1,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",final chance claim ur £ 150 worth discount voucher today text yes 85023 savamob member offer mobile t cs savamob pobox84 m263uz £ 3.00 sub 16
5249,-1,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",k fyi ' m parent place south tampa need deal
5250,0,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,< forward 88877 > free entry £ 250 weekly comp send word enter 88877 18 t&c www.textcomp.com
5251,-1,Oh ho. Is this the first time u use these type of words,oh ho time u use type word
5252,-1,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,' m go shop cos sis dun disturb u liao
5254,-1,S'fine. Anytime. All the best with it.,s'fine anytime well
5255,-1,Its sarcasm.. .nt scarcasim,sarcasm .nt scarcasim
5256,-1,HAPPY NEW YEAR MY NO.1 MAN,happy new year no.1 man
5257,-1,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",sweetheart hope have kind day load reason smile biola
5258,-1,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,dip cell dead m come u well respond shall come
5259,-1,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,nosy guess idk react ' m freaked
5261,-1,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,leave ok lor n eat u thk
5262,-1,Ya srsly better than yi tho,ya srsly well yi tho
5263,-1,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",oh mr sheffield wanna play game okay boss ' m nanny raise
5264,-1,So u wan 2 come for our dinner tonight a not?,u wan 2 come dinner tonight
5265,-1,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,holla need excuse creep people sarasota
5267,-1,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,forget love walk watching keep heart warm
5268,-1,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",promise good care princess run send pic chance ttyl
5269,-1,"They can try! They can get lost, in fact. Tee hee",try lose fact tee hee
5271,-1,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",open rebtel firefox load plus sign user place number low number number pick number pin display okay
5272,-1,It is only yesterday true true.,yesterday true true
5273,-1,I was gonna ask you lol but i think its at 7,go to ask lol think 7
5274,0,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur ringtone service change 25 free credit club4mobiles.com choose content stop txt club stop 87070 150p wk club4 po box1146 mk45 2wt
5275,1,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile!",final chance claim ur £ 150 worth discount voucher today text yes 85023 savamob member offer mobile
5276,-1,10 min later k...,10 min later k
5277,-1,Can you open the door?,open door
5278,0,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,thesmszone.com lets send free anonymous masked message m send message potential abuse
5279,0,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract mobileupd8 ph_number 2optout
5280,-1,Okie..good news!!,okie good news
5282,-1,Kent vale lor... Ü wait 4 me there ar?,kent vale lor u wait 4 ar
5283,-1,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,hi chachi try call u unable reach u pl miss cal u c tiz msg kanagu
5284,-1,Oh baby of the house. How come you dont have any new pictures on facebook,oh baby house come not new picture facebook
5285,-1,"I think we're going to finn's now, come",think go finn come
5286,0,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,brand new mobile music service live free music player arrive shortly install phone browse content artist
5288,-1,I called but no one pick up e phone. I ask both of them already they said ok.,call pick e phone ask say ok
5289,-1,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,u find sitter kaitlyn sick sleep day yesterday
5290,-1,U still going to the mall?,u go mall
5291,1,	Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobil+ Free Camcorder reply or call 08000930705.,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobil+ free camcorder reply ph_number
5292,0,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",hi amy send free phone number couple day access adult party
5293,-1,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",thanx 4 time weve spend 2geva bin mint ur baby want u!xxxx
5294,-1,I enjoy watching and playing football and basketball. Anything outdoors. And you?,enjoy watch play football basketball outdoors
5295,-1,I have no money 4 steve mate! !,money 4 steve mate
5296,-1,Lmao. Take a pic and send it to me.,lmao pic send
5297,1,HMRC GOVUK:0ur records show that your tax refund of �398.90 can now be claime. Please continue via:https://ukhmrc-tax-refund.com�to claim your refund.,hmrc govuk:0ur record tax refund 398.90 claime continue https://ukhmrc tax refund.com claim refund
5298,-1,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",true passable high score apply phd 5years salary make life easy
5300,-1,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",know taj mahal symbol love lesser know fact 1 mumtaz shahjahan 4th wife 7 wife 2 shahjahan kill mumtaz husband marry 3 mumtaz die th delivery 4 marry mumtaz sister question arise hell love?:-| -the great hari-
5301,0,"NOIDA Hottest Property On Express Way * Today Homes Ridge Residency at Sec 135 with2,3,4 BHK available in 2370p/sq. fts *For Query call@9250230534","noida hot property express way today homes ridge residency sec 135 with2,3,4 bhk available 2370p sq ft query call@ ph_number"
5302,-1,"That's fine, have him give me a call if he knows what he wants or has any questions",fine know want question
5303,-1,Shall i ask one thing if you dont mistake me.,shall ask thing nt mistake
5304,-1,"I am real, baby! I want to bring out your inner tigress...",real baby want bring inner tigress
5305,-1," ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",miss 4 ur good life miss ur good life gud nyt
5306,-1,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,yo guy figure need alcohol jay try figure safely spend weed
5307,-1,Anything lor if they all go then i go lor...,lor lor
5308,-1,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,let pool money buy bunch lotto ticket win deal
5309,-1,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",lot one babe model help youi bring match
5310,-1,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",fran decide 2 n e way m completely break knackered get bout 3 c u 2mrw love janx p.s dad fone -no credit
5311,-1,Pls accept me for one day. Or am begging you change the number.,pl accept day begging change number
5312,-1,Ü bot notes oredi... Cos i juz rem i got...,u bot note oredi cos juz rem get
5313,-1,Ü called dad oredi...,u call dad oredi
5314,-1,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",send ur birthdate month year tel u ur life partner method calculation reply
5315,-1,Hi msg me:)i'm in office..,hi msg mei'm office
5316,-1,Hey. You got any mail?,hey get mail
5317,-1,Haha okay... Today weekend leh...,haha okay today weekend leh
5318,-1,Hi where you. You in home or calicut?,hi home calicut
5319,-1,Also andros ice etc etc,andros ice etc etc
5320,0,Missed call alert. These numbers called but left no message. 07008009200,miss alert number call left message ph_number
5321,-1,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",swhrt u dey hope ur ok tot u 2day.love n miss.take care
5322,0,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,register subscriber yr draw 4 £ 100 gift voucher b enter receipt correct ans olympics txt ans 80062
5323,-1,What makes you most happy?,make happy
5324,-1,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,i.ll plus say grinule greet speak
5325,-1,Do u hav any frnd by name ashwini in ur college?,u hav frnd ashwini ur college
5326,-1,I know that my friend already told that.,know friend tell
5327,-1,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ok lor ned 2 toa payoh 4 2 return smth u wan 2 send wat
5328,-1,Its normally hot mail. Com you see!,normally hot mail com
5330,-1,It is a good thing I'm now getting the connection to bw,good thing ' m get connection bw
5331,1,"Todays Vodafone numbers ending 5263 are selected to receive a Rs.2,00,000 award. If you have a match please call 6200992462 quoting claim code 4267 standard rates apply","today vodafone number end 5263 select receive rs.2,00,000 award match ph_number quote claim code 4267 standard rate apply"
5332,1,"	Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",hi babe jordan r u m home abroad lonely text u wanna chat xxsp visionsms.com text stop stopcost 150p ph_number
5333,0,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",sms ac jsco energy high u know 2channel 2day ur leadership skill r strong psychic reply ans w question end reply end jsco
5334,-1,"Nah, I'm a perpetual DD",nah ' m perpetual dd
5335,-1,U calling me right? Call my hand phone...,u call right hand phone
5336,-1,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",common hearin r u wat r u ur day let ask u different u smile today gud evng
5337,-1,Like a personal sized or what,like personal sized
5338,-1,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",hey kate hope ur ok u buz wedlunch outsomewhere 4 adrink town cud 2watershd 4 bit ppl fromwrk bthere love petexxx
5339,-1,Tell your friends what you plan to do on Valentines day,tell friend plan valentines day
5340,-1,Ok anyway no need to change with what you said,ok need change say
5341,0,100 dating service cal;l 09064012103 box334sk38ch,100 dating service cal;l ph_number box334sk38ch
5342,-1,Anything lar then ü not going home 4 dinner?,lar u go home 4 dinner
5343,-1,So u gonna get deus ex?,u go to deus ex
5344,-1,"life alle mone,eppolum oru pole allalo",life alle mone eppolum oru pole allalo
5345,-1,Mm yes dear look how i am hugging you both. :-P,mm yes dear look hug
5346,-1,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,cbe good nowadayslot shop showroomscity shape good
5347,-1,"Haha awesome, I've been to 4u a couple times. Who all's coming?",haha awesome ' ve 4u couple time come
5348,-1,1 in cbe. 2 in chennai.,1 cbe 2 chennai
5349,-1,"Ever green  ""A Person Who Irritates u Always Is the one Who Loves u Vry Much!!",green person irritate u love u vry
5350,1,"THIS MOBILE NUMBER HAS GAINED THE SUM US$450,000.00 FROM MML/REF#1001, FOR DETAIL SEND YOUR NAME, ADDRESS AND NUMBER TO EMAIL MEGARESULT@USA.COM","mobile number gain sum us$450,000.00 mml ref#1001 detail send address number email email"
5351,-1,How are you doing. How's the queen. Are you going for the royal wedding,queen go royal wedding
5352,-1,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,oops sorry check mind pick tomo half station ok
5353,-1,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,book lesson msg work sth ' m go spec membership px3748
5354,0,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",free msg sorry service order 81303 deliver sufficient credit receive service
5355,-1,"Height of Confidence: All the Aeronautics professors were askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ That is confidence..","height confidence aeronautics professor askd 2 sit aeroplane aftr sat wer tell dat plane ws student dey hurry d plane bt 1 nt said:""if student will not start confidence"
5356,-1,I can't have a friend in the house because i'm embarassed that everything is scattered on the floor. I think we should work on it.,friend house ' m embarassed scatter floor think work
5357,-1,Missing you too.pray inshah allah,missing too.pray inshah allah
5358,-1,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,please inform application airtel broadband process successfully installation happen 3 day
5360,0,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade See o2.co.uk/games 4 Terms + settings.,buy space invader 4 chance 2 win orig arcade game console press 0 game arcade o2.co.uk/games 4 term + setting
5361,-1,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",hope send message rent nt reserve completely go loan need hope balance way till mid march hope pay
5362,-1,But i have to. I like to have love and arrange.,like love arrange
5363,-1,K.:)do it at evening da:)urgent:),k.do evening daurgent
5364,-1,I think asking for a gym is the excuse for lazy people. I jog.,think ask gym excuse lazy people jog
5365,-1,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,hope have great new semester wish good greatness
5366,1,	Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,valentines day special win £ 1000 quiz partner trip lifetime send 83600 150p msg rcvd custcare : ph_number
5367,-1,After the drug she will be able to eat.,drug able eat
5368,-1,Ok i also wan 2 watch e 9 pm show...,ok wan 2 watch e 9 pm
5369,-1,"Sorry, I'll call you  later. I am in meeting sir.",sorry later meet sir
5370,-1,Yo dude guess who just got arrested the other day,yo dude guess get arrest day
5371,-1,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",co say didn‘t nighter persevere find cheap apologise advance sleep nt
5373,-1,What type of stuff do you sing?,type stuff sing
5374,1,(6171-M) RMO.00 AEON MY Rs. 4399 was charged on your card num**97 at LAZO-KLIA2 on 19/10/2016. Call 0327884425 if you did NOT perform this  TXN code356931,6171 m rmo.00 aeon rs 4399 charged card num**97 lazo klia2 19/10/2016 ph_number perform txn code356931
5375,-1,You could have seen me..i did't recognise you Face.:),see did't recognise face
5376,-1,Then we wait 4 u lor... No need 2 feel bad lar...,wait 4 u lor need 2 feel bad lar
5377,-1,"Sorry, I'll call later at 30 mins",sorry later 30 min
5378,-1,ok....take care.umma to you too...,ok care.umma
5379,-1,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,go to death ' m go to leave note say robs fault avenge
5380,-1,Maybe you should find something else to do instead???,maybe find instead
5381,-1,"Mah b, I'll pick it up tomorrow",mah b pick tomorrow
5382,-1,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",worry understand important place poorly think punishment face bad thing happen brb go to kill
5383,-1,Hey leave it. not a big deal:-) take care.,hey leave big deal care
5384,-1,Thanx...,thanx
5386,-1,Otherwise had part time job na-tuition..,time job na tuition
5387,-1,Also you and your family for going to rhode island or wherever  and leaving me all alone the week I have a new bong &gt;:(,family go rhode island leave week new bong gt
5388,-1,"Sorry, I'll call later..busy right now...",sorry later busy right
5389,0,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",simpsons movie release july 2007 band died start film green day b blue day c red day send b c
5390,1,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,someonone know try contact dating service find mobile landline ph_number box334sk38ch
5391,-1,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ya knw u vl giv ok thanks kano enjoy wit ur family wit 1st salary
5392,-1,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,car appreciate dad have map read semi argument apart thing go ok p.
5393,-1,"Merry Christmas to you too babe, i love ya *kisses*",merry christmas babe love ya kiss
5394,-1,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,posible dnt live century cm frwd n thnk different
5395,-1,Lol no. Just trying to make your day a little more interesting,lol trying day little interesting
5396,-1,Jus finish watching tv... U?,jus finish watch tv u
5397,-1,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?,yeah get 2 v apologetic n fall actin like spoilt child get catch till 2 wo badly cheer
5398,-1,Dont worry. I guess he's busy.,nt worry guess busy
5399,-1,I'm aight. Wat's happening on your side.,' m aight wat happen
5400,-1,Hi:)cts employee how are you?,hict employee
5401,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,congratulation ur award 500 cd voucher 125gift guarantee free entry 2 100 wkly draw txt music 87066
5403,-1,picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy,pick point | go 2 yeovil | motor project 4 3 hour | u home || 12 2 5.30 max || easy
5404,-1,I am not at all happy with what you saying or doing,happy saying
5405,-1,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,haha money leh later get tuition haha look slot driving lesson
5406,-1,Havent shopping now lor i juz arrive only,nt shopping lor juz arrive
5407,-1,Should I be stalking u?,stalk u
5408,-1,I cant pick the phone right now. Message if urgent..,nt pick phone right message urgent
5409,1,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.8,00,000 prize GUARANTEED. Call 6200992462. Claim Code N32. Valid 12hrs only. ","urgent dear fl1pkart customer try contact weekend draw show w0n rs.8,00,000 prize guarantee ph_number claim code n32 valid 12hr"
5410,-1,Are there TA jobs available? Let me know please cos i really need to start working,ta job available let know cos need start work
5411,-1,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.,go to let know cos come bak holiday day come don't4get2text number
5412,-1,Cramps stopped. Going back to sleep,cramp stop go sleep
5413,-1,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",indians r poor india poor country say swiss bank director say yr need world bank imf loan think money block rich politician right corrupt politician itna forward karo ki pura india padhe.g.m
5414,-1,Hi Harish's rent has been transfred to ur Acnt.,hi harish rent transfre ur acnt
5415,-1,Oh k. . I will come tomorrow�dats for sure�.,oh k. come tomorrow dats sure
5416,-1,I reach home safe n sound liao...,reach home safe n sound liao
5417,-1,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set place heart mind mind easily forget heart remember wish happy valentines day
5418,-1,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,got video tape pple type message lor u free wan 2 help hee cos noe u wan 2 watch infernal affairs ask u ask shuhui oso
5419,-1,"Hiya, had a good day? Have you spoken to since the weekend?",hiya good day speak weekend
5420,-1,"Sorry, not now",sorry
5421,-1,Must come later.. I normally bathe him in da afternoon mah..,come later normally bathe da afternoon mah
5422,-1,You didnt complete your gist oh.,nt complete gist oh
5423,-1,So when do you wanna gym?,wanna gym
5424,-1,"Call me, i am senthil from hsbc.",senthil hsbc
5425,-1,LOL ... Have you made plans for new years?,lol plan new year
5427,-1,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",haha get fast lose weight thk muz 4 month den get effect gee later aust bk e weight
5428,-1,I can ask around but there's not a lot in terms of mids up here,ask lot term mids
5429,-1,Fine am simply sitting.,fine simply sit
5430,-1,You are mistaken�.The fact that you  felt like i would do it to hurt you shows you really don't know me at all.,mistake .the fact feel like hurt show know
5431,-1,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,nothin come mind u help buy hanger lor ur laptop heavy
5432,-1,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,hcl chennai require fresher voice process.excellent english needed.salary upto telephonic interview -via indyarocks.com
5433,-1,"Until 545 lor... Ya, can go 4 dinner together...",545 lor ya 4 dinner
5434,1,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,message important information o2 user today lucky day 2 find log http://www.urawinner.com fantastic surprise await
5436,-1,No management puzzeles.,management puzzele
5437,-1,Whom you waited for yesterday,wait yesterday
5438,-1,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,hope arnt pissed d like tomorrow love xxxxxxxxxxxxxx
5440,-1,U attend ur driving lesson how many times a wk n which day?,u attend ur driving lesson time wk n day
5441,-1,Huh i cant thk of more oredi how many pages do we have?,huh nt thk oredi page
5442,-1,Oi when you gonna ring,oi go to ring
5443,0,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,boltblue tone 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tone txt
5444,-1,Please tell me not all of my car keys are in your purse,tell car key purse
5445,-1,"Aight, call me once you're close",aight close
5446,-1,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",general price /oz let know want
5447,-1,"Haven't seen my facebook, huh? Lol!",see facebook huh lol
5448,-1,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,dunno lei b eatin wif frens u wan eat wait 4 u lar
5449,-1,Staff of placement training in Amrita college.,staff placement training amrita college
5451,-1,He is a womdarfull actor,womdarfull actor
5452,-1,"K, can I pick up another 8th when you're done?",k pick 8th
5453,-1,When/where do I pick you up,pick
5454,-1,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,usually person unconscious child adult behave abnormally i.ll
5455,-1,Yes.he have good crickiting mind,yes.he good crickiting mind
5456,-1,Why you Dint come with us.,dint come
5457,-1,Is avatar supposed to have subtoitles,avatar suppose subtoitle
5458,-1,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,stupid challenge god.you not think write instead respond immed
5459,-1,Me fine..absolutly fine,fine absolutly fine
5460,-1,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",sure acknowledgement astoundingly tactless generally faggy demand blood oath fo
5461,0,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,ur tonexs subscription renew charge £ 4.50 choose 10 poly month www.clubzed.co.uk billing msg
5462,-1,Oh that was a forwarded message. I thought you send that to me,oh forward message think send
5463,-1,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet 4u meet carlos gauge patty interest
5464,-1,No he didn't. Spring is coming early yay!,spring come early yay
5465,-1,Well. You know what i mean. Texting,know mean texte
5466,0,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,marvel mobile play official ultimate spider man game £ 4.50 ur mobile right text spider 83338 game ll send u free 8ball wallpaper
5467,-1,Nah im goin 2 the wrks with j wot bout u?,nah m goin 2 wrk j wot bout u
5468,-1,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,tap spile seven pub gas st broad st canal ok
5469,1,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,urgent ph_number landline £ 5000 cash luxury 4 canary islands holiday await collection t&cs sae award 20m12aq 150ppm 16 +
5471,-1,Yo we are watching a movie on netflix,yo watch movie netflix
5472,-1,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",lay man let know miss thought great day send bimbo ugo number ill appreciate safe
5473,-1,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?,today ' m workin free oso gee thgt u workin ur fren shop
5474,-1,Haiyoh... Maybe your hamster was jealous of million,haiyoh maybe hamster jealous million
5475,-1,This pain couldn't have come at a worse time.,pain come bad time
5476,-1,Life style garments account no please.,life style garment account
5478,-1,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,wait e car dat bored wat cos wait outside got 2 home stuff watch tv wat
5479,-1,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",s come hill monster hope great day thing r go fine busy
5480,-1,Ha ha - had popped down to the loo when you hello-ed me. Hello!,ha ha popped loo hello ed hello
5481,-1,Ok lor wat time ü finish?,ok lor wat time u finish
5482,-1,Nokia phone is lovly..,nokia phone lovly
5483,0,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1000 girl local 2 u r virgin 2 r ready 2 4fil ur sexual need u 4fil theirs text cute 69911 £ 1.50p m
5484,1,"Todays Vodafone numbers ending 7548 are selected to receive a Rs.2,00,000 award. If you have a match please call 8536074310 quoting claim code 4041 standard rates apply","today vodafone number end 7548 select receive rs.2,00,000 award match ph_number quote claim code 4041 standard rate apply"
5485,-1,hanks lotsly!,hanks lotsly
5486,-1,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,movie theatre watch unlimited movie pay
5487,-1,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,wish beautiful day moment reveal thing smile enjoy
5488,-1,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",' m tired argue week week want
5489,1,	You have an important customer service announcement. Calnumber 0800 542 0826 now!,important customer service announcement calnumber ph_number
5491,-1,"I'm back &amp; we're packing the car now, I'll let you know if there's room",' m pack car let know room
5492,-1,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,yes meet town cos gep home text bus stop worry finish march ish
5494,-1,K I'll call you when I'm close,k ' m close
